theta0, theta1, loss
-4.03054959231,1.17044102683,0.00551885864959
-4.03447346639,1.17327744925,0.00549547120919
-4.03837717161,1.17610327854,0.00547230083116
-4.04226091668,1.17891860258,0.00544934437727
-4.04612490705,1.18172350808,0.00542659877097
-4.04996934501,1.18451808064,0.00540406099583
-4.05379442974,1.18730240473,0.00538172809409
-4.05760035738,1.19007656372,0.00535959716518
-4.06138732108,1.19284063993,0.00533766536435
-4.06515551106,1.19559471459,0.0053159299013
-4.0689051147,1.19833886793,0.00529438803889
-4.07263631657,1.20107317914,0.00527303709181
-4.07634929846,1.20379772642,0.00525187442539
-4.08004423951,1.20651258696,0.00523089745438
-4.08372131618,1.20921783702,0.00521010364175
-4.08738070236,1.2119135519,0.0051894904976
-4.0910225694,1.21459980595,0.00516905557804
-4.09464708615,1.21727667263,0.00514879648407
-4.09825441903,1.21994422446,0.00512871086062
-4.10184473205,1.22260253312,0.00510879639547
-4.1054181869,1.22525166938,0.0050890508183
-4.10897494292,1.22789170317,0.00506947189969
-4.11251515723,1.23052270359,0.00505005745025
-4.11603898472,1.23314473887,0.00503080531966
-4.11954657809,1.23575787648,0.00501171339581
-4.12303808792,1.23836218305,0.00499277960395
-4.1265136627,1.24095772442,0.00497400190584
-4.12997344884,1.24354456568,0.00495537829894
-4.13341759076,1.24612277114,0.00493690681564
-4.13684623087,1.24869240436,0.00491858552246
-4.14025950964,1.25125352817,0.00490041251931
-4.14365756566,1.25380620466,0.0048823859388
-4.14704053561,1.25635049522,0.00486450394546
-4.15040855433,1.25888646051,0.00484676473513
-4.15376175487,1.26141416054,0.0048291665342
-4.1571002685,1.26393365459,0.00481170759903
-4.16042422474,1.2664450013,0.00479438621528
-4.16373375138,1.26894825865,0.00477720069727
-4.16702897455,1.27144348394,0.00476014938741
-4.17031001872,1.27393073387,0.00474323065558
-4.17357700674,1.27641006448,0.00472644289859
-4.17683005984,1.27888153119,0.00470978453956
-4.1800692977,1.28134518883,0.00469325402744
-4.18329483846,1.28380109161,0.00467684983642
-4.18650679874,1.28624929314,0.00466057046546
-4.18970529365,1.28868984647,0.00464441443775
-4.19289043687,1.29112280405,0.00462838030021
-4.19606234062,1.29354821777,0.00461246662303
-4.19922111571,1.29596613899,0.0045966719992
-4.20236687154,1.29837661846,0.00458099504403
-4.20549971618,1.30077970645,0.00456543439472
-4.20861975631,1.30317545266,0.00454998870992
-4.21172709733,1.30556390627,0.00453465666929
-4.21482184331,1.30794511594,0.00451943697311
-4.21790409703,1.31031912983,0.00450432834185
-4.22097396006,1.31268599558,0.00448932951577
-4.22403153267,1.31504576034,0.00447443925456
-4.22707691395,1.31739847079,0.00445965633695
-4.2301102018,1.31974417309,0.00444497956032
-4.2331314929,1.32208291295,0.00443040774038
-4.2361408828,1.3244147356,0.00441593971076
-4.2391384659,1.32673968582,0.00440157432274
-4.24212433548,1.32905780793,0.00438731044484
-4.24509858371,1.33136914579,0.00437314696256
-4.24806130167,1.33367374282,0.004359082778
-4.25101257938,1.33597164201,0.00434511680957
-4.25395250579,1.33826288592,0.00433124799171
-4.25688116881,1.34054751668,0.00431747527456
-4.25979865535,1.342825576,0.00430379762365
-4.2627050513,1.34509710518,0.00429021401966
-4.26560044155,1.3473621451,0.00427672345812
-4.26848491003,1.34962073627,0.00426332494912
-4.27135853971,1.35187291875,0.00425001751709
-4.27422141259,1.35411873226,0.00423680020046
-4.27707360978,1.35635821611,0.00422367205149
-4.27991521144,1.35859140923,0.00421063213596
-4.28274629683,1.36081835018,0.00419767953296
-4.28556694434,1.36303907713,0.00418481333463
-4.28837723145,1.36525362791,0.00417203264593
-4.29117723481,1.36746203998,0.00415933658443
-4.29396703021,1.36966435042,0.00414672428005
-4.29674669258,1.371860596,0.00413419487488
-4.29951629605,1.37405081312,0.00412174752294
-4.30227591393,1.37623503782,0.00410938138997
-4.30502561872,1.37841330583,0.00409709565325
-4.30776548214,1.38058565253,0.00408488950136
-4.31049557512,1.38275211299,0.00407276213401
-4.31321596783,1.38491272192,0.00406071276186
-4.3159267297,1.38706751374,0.00404874060629
-4.31862792937,1.38921652253,0.00403684489925
-4.3213196348,1.39135978208,0.00402502488305
-4.32400191318,1.39349732585,0.00401327981022
-4.32667483101,1.39562918701,0.00400160894331
-4.32933845408,1.39775539841,0.00399001155472
-4.33199284749,1.39987599262,0.00397848692655
-4.33463807565,1.4019910019,0.00396703435042
-4.33727420229,1.40410045824,0.00395565312731
-4.33990129049,1.40620439332,0.00394434256743
-4.34251940267,1.40830283855,0.00393310199003
-4.3451286006,1.41039582505,0.00392193072327
-4.3477289454,1.41248338369,0.00391082810408
-4.35032049758,1.41456554503,0.00389979347798
-4.35290331702,1.41664233938,0.003888826199
-4.35547746299,1.41871379679,0.00387792562948
-4.35804299416,1.42077994703,0.00386709113996
-4.36059996859,1.42284081961,0.00385632210906
-4.36314844378,1.42489644381,0.00384561792333
-4.36568847661,1.42694684861,0.0038349779771
-4.36822012343,1.42899206278,0.00382440167243
-4.37074344,1.43103211483,0.00381388841891
-4.37325848154,1.43306703301,0.00380343763357
-4.37576530269,1.43509684535,0.00379304874075
-4.3782639576,1.43712157962,0.00378272117203
-4.38075449983,1.43914126337,0.00377245436603
-4.38323698244,1.44115592391,0.00376224776839
-4.38571145798,1.44316558831,0.00375210083159
-4.38817797846,1.44517028343,0.00374201301488
-4.3906365954,1.44717003588,0.00373198378418
-4.39308735981,1.44916487208,0.00372201261193
-4.39553032222,1.45115481819,0.00371209897705
-4.39796553266,1.45313990019,0.00370224236479
-4.40039304067,1.45512014381,0.00369244226667
-4.40281289533,1.45709557459,0.00368269818035
-4.40522514526,1.45906621785,0.00367300960955
-4.40762983858,1.46103209871,0.003663376064
-4.41002702299,1.46299324208,0.00365379705925
-4.41241674572,1.46494967265,0.00364427211667
-4.41479905356,1.46690141493,0.00363480076335
-4.41717399286,1.46884849323,0.00362538253197
-4.41954160952,1.47079093164,0.00361601696075
-4.42190194904,1.47272875409,0.00360670359335
-4.42425505646,1.47466198429,0.00359744197883
-4.42660097644,1.47659064577,0.0035882316715
-4.4289397532,1.47851476187,0.0035790722309
-4.43127143055,1.48043435574,0.00356996322172
-4.43359605192,1.48234945035,0.00356090421366
-4.43591366031,1.48426006849,0.00355189478145
-4.43822429836,1.48616623277,0.00354293450472
-4.44052800829,1.48806796561,0.00353402296791
-4.44282483195,1.48996528927,0.00352515976027
-4.44511481083,1.49185822583,0.00351634447571
-4.447397986,1.49374679718,0.00350757671281
-4.4496743982,1.49563102506,0.00349885607469
-4.45194408779,1.49751093104,0.00349018216897
-4.45420709477,1.49938653651,0.00348155460771
-4.45646345877,1.5012578627,0.00347297300734
-4.45871321908,1.5031249307,0.00346443698861
-4.46095641465,1.50498776139,0.0034559461765
-4.46319308406,1.50684637553,0.00344750020018
-4.46542326558,1.5087007937,0.00343909869296
-4.46764699712,1.51055103634,0.00343074129221
-4.46986431626,1.51239712372,0.00342242763932
-4.47207526026,1.51423907595,0.00341415737964
-4.47427986605,1.51607691302,0.00340593016241
-4.47647817024,1.51791065474,0.00339774564074
-4.47867020913,1.51974032078,0.0033896034715
-4.48085601869,1.52156593067,0.00338150331533
-4.48303563459,1.52338750377,0.00337344483656
-4.48520909219,1.52520505932,0.00336542770314
-4.48737642657,1.52701861642,0.00335745158664
-4.48953767246,1.528828194,0.00334951616213
-4.49169286434,1.53063381088,0.00334162110821
-4.49384203638,1.53243548573,0.00333376610692
-4.49598522246,1.53423323707,0.00332595084367
-4.49812245617,1.5360270833,0.00331817500726
-4.50025377083,1.53781704269,0.00331043828976
-4.50237919946,1.53960313336,0.00330274038655
-4.50449877484,1.54138537331,0.00329508099618
-4.50661252942,1.54316378041,0.00328745982041
-4.50872049544,1.54493837238,0.00327987656412
-4.51082270482,1.54670916685,0.00327233093529
-4.51291918926,1.54847618129,0.00326482264494
-4.51500998017,1.55023943305,0.00325735140712
-4.5170951087,1.55199893938,0.00324991693883
-4.51917460576,1.55375471737,0.00324251896001
-4.52124850201,1.55550678402,0.00323515719351
-4.52331682783,1.5572551562,0.00322783136501
-4.52537961338,1.55899985064,0.00322054120304
-4.52743688857,1.56074088399,0.00321328643888
-4.52948868307,1.56247827275,0.00320606680658
-4.53153502629,1.56421203331,0.00319888204289
-4.53357594742,1.56594218196,0.00319173188724
-4.53561147542,1.56766873487,0.0031846160817
-4.53764163901,1.56939170808,0.00317753437096
-4.53966646669,1.57111111755,0.00317048650226
-4.5416859867,1.5728269791,0.0031634722254
-4.5437002271,1.57453930845,0.00315649129268
-4.5457092157,1.57624812123,0.0031495434589
-4.5477129801,1.57795343293,0.00314262848127
-4.54971154768,1.57965525896,0.00313574611945
-4.5517049456,1.58135361461,0.00312889613546
-4.55369320082,1.58304851507,0.00312207829369
-4.55567634007,1.58473997542,0.00311529236086
-4.55765438988,1.58642801066,0.00310853810596
-4.55962737659,1.58811263566,0.00310181530029
-4.5615953263,1.58979386521,0.00309512371735
-4.56355826495,1.59147171398,0.00308846313287
-4.56551621824,1.59314619656,0.00308183332477
-4.5674692117,1.59481732743,0.00307523407312
-4.56941727066,1.59648512099,0.00306866516013
-4.57136042023,1.59814959153,0.00306212637011
-4.57329868537,1.59981075323,0.00305561748944
-4.57523209081,1.60146862021,0.00304913830657
-4.57716066112,1.60312320647,0.00304268861198
-4.57908442067,1.60477452592,0.00303626819815
-4.58100339364,1.6064225924,0.00302987685953
-4.58291760406,1.60806741964,0.00302351439254
-4.58482707573,1.60970902128,0.00301718059554
-4.58673183231,1.61134741086,0.00301087526878
-4.58863189727,1.61298260187,0.00300459821441
-4.5905272939,1.61461460767,0.00299834923644
-4.59241804532,1.61624344155,0.00299212814074
-4.59430417448,1.61786911673,0.00298593473497
-4.59618570416,1.61949164631,0.00297976882861
-4.59806265697,1.62111104333,0.00297363023291
-4.59993505535,1.62272732074,0.00296751876088
-4.60180292158,1.62434049141,0.00296143422728
-4.60366627777,1.62595056812,0.00295537644855
-4.60552514589,1.62755756357,0.00294934524287
-4.60737954771,1.62916149039,0.00294334043005
-4.60922950487,1.63076236111,0.0029373618316
-4.61107503886,1.6323601882,0.00293140927064
-4.61291617098,1.63395498404,0.00292548257191
-4.6147529224,1.63554676093,0.00291958156176
-4.61658531415,1.63713553109,0.00291370606812
-4.61841336707,1.63872130669,0.00290785592048
-4.62023710189,1.64030409978,0.00290203094987
-4.62205653917,1.64188392237,0.00289623098884
-4.62387169931,1.64346078638,0.00289045587149
-4.6256826026,1.64503470366,0.00288470543336
-4.62748926916,1.64660568598,0.00287897951149
-4.62929171898,1.64817374504,0.0028732779444
-4.63108997189,1.64973889247,0.00286760057201
-4.63288404761,1.65130113983,0.0028619472357
-4.63467396568,1.6528604986,0.00285631777824
-4.63645974555,1.6544169802,0.00285071204381
-4.6382414065,1.65597059597,0.00284512987795
-4.64001896768,1.65752135719,0.00283957112759
-4.64179244811,1.65906927506,0.00283403564098
-4.6435618667,1.66061436073,0.00282852326772
-4.64532724218,1.66215662525,0.00282303385871
-4.64708859319,1.66369607965,0.00281756726619
-4.64884593823,1.66523273484,0.00281212334366
-4.65059929567,1.6667666017,0.00280670194589
-4.65234868376,1.66829769104,0.00280130292894
-4.6540941206,1.66982601359,0.00279592615008
-4.65583562421,1.67135158004,0.00279057146785
-4.65757321245,1.67287440098,0.00278523874199
-4.65930690306,1.67439448698,0.00277992783345
-4.66103671369,1.67591184851,0.00277463860437
-4.66276266183,1.677426496,0.00276937091809
-4.66448476489,1.6789384398,0.00276412463908
-4.66620304013,1.68044769022,0.00275889963301
-4.66791750472,1.6819542575,0.00275369576666
-4.66962817568,1.68345815181,0.00274851290796
-4.67133506996,1.68495938327,0.00274335092594
-4.67303820437,1.68645796193,0.00273820969075
-4.67473759559,1.68795389781,0.00273308907365
-4.67643326024,1.68944720084,0.00272798894694
-4.67812521478,1.69093788089,0.00272290918403
-4.67981347559,1.69242594781,0.00271784965938
-4.68149805893,1.69391141135,0.00271281024849
-4.68317898095,1.69539428123,0.00270779082791
-4.68485625771,1.69687456711,0.0027027912752
-4.68652990513,1.69835227857,0.00269781146896
-4.68819993907,1.69982742518,0.00269285128878
-4.68986637526,1.70130001641,0.00268791061524
-4.69152922932,1.7027700617,0.00268298932993
-4.69318851679,1.70423757043,0.00267808731538
-4.6948442531,1.70570255194,0.00267320445511
-4.69649645356,1.70716501549,0.00266834063358
-4.69814513342,1.7086249703,0.00266349573621
-4.69979030781,1.71008242555,0.00265866964934
-4.70143199174,1.71153739035,0.00265386226024
-4.70307020017,1.71298987376,0.0026490734571
-4.70470494793,1.71443988481,0.002644303129
-4.70633624976,1.71588743245,0.00263955116594
-4.70796412033,1.7173325256,0.00263481745879
-4.70958857417,1.71877517312,0.00263010189931
-4.71120962576,1.72021538382,0.00262540438013
-4.71282728948,1.72165316648,0.00262072479472
-4.71444157959,1.72308852979,0.00261606303743
-4.7160525103,1.72452148244,0.00261141900344
-4.7176600957,1.72595203303,0.00260679258876
-4.71926434981,1.72738019014,0.00260218369025
-4.72086528655,1.7288059623,0.00259759220555
-4.72246291976,1.73022935797,0.00259301803314
-4.72405726319,1.7316503856,0.0025884610723
-4.72564833051,1.73306905356,0.0025839212231
-4.72723613528,1.73448537019,0.00257939838638
-4.72882069101,1.73589934378,0.00257489246378
-4.73040201112,1.73731098258,0.00257040335771
-4.73198010892,1.73872029479,0.00256593097133
-4.73355499766,1.74012728856,0.00256147520856
-4.73512669051,1.74153197202,0.00255703597407
-4.73669520054,1.74293435322,0.00255261317328
-4.73826054077,1.74433444019,0.00254820671232
-4.73982272412,1.74573224092,0.00254381649807
-4.74138176342,1.74712776334,0.00253944243811
-4.74293767144,1.74852101535,0.00253508444076
-4.74449046088,1.7499120048,0.002530742415
-4.74604014433,1.75130073951,0.00252641627056
-4.74758673435,1.75268722724,0.00252210591782
-4.74913024337,1.75407147571,0.00251781126787
-4.75067068379,1.75545349263,0.00251353223246
-4.75220806791,1.75683328563,0.00250926872403
-4.75374240796,1.75821086231,0.00250502065568
-4.75527371612,1.75958623025,0.00250078794116
-4.75680200445,1.76095939697,0.00249657049488
-4.75832728499,1.76233036996,0.00249236823189
-4.75984956967,1.76369915665,0.00248818106789
-4.76136887036,1.76506576446,0.00248400891921
-4.76288519886,1.76643020076,0.00247985170281
-4.76439856691,1.76779247288,0.00247570933626
