theta_0,theta_1,loss
-6.0646193577819965,-2.3826843193256484,0.024660246935521424
-5.748829884097786,-2.3826843193256484,0.027096891124391655
-5.433040410413575,-2.3826843193256484,0.029850733701741305
-5.117250936729365,-2.3826843193256484,0.032992626182005394
-4.801461463045154,-2.3826843193256484,0.036622214906753166
-4.485671989360943,-2.3826843193256484,0.040883036417815335
-4.169882515676734,-2.3826843193256484,0.0459855696850369
-3.854093041992523,-2.3826843193256484,0.05224194019355977
-3.5383035683083124,-2.3826843193256484,0.06011713308661895
-3.2225140946241018,-2.3826843193256484,0.07030249122637611
-2.906724620939891,-2.3826843193256484,0.08381720894414829
-2.590935147255681,-2.3826843193256484,0.10214140569634045
-2.2751456735714704,-2.3826843193256484,0.12737914917418178
-1.9593561998872602,-2.3826843193256484,0.16244118149976663
-1.6435667262030496,-2.3826843193256484,0.2112267638711515
-1.327777252518839,-2.3826843193256484,0.27877663177360573
-1.0119877788346283,-2.3826843193256484,0.3713603874314667
-0.6961983051504177,-2.3826843193256484,0.49641133739563403
-0.3804088314662071,-2.3826843193256484,0.6620832664554125
-0.06461935778199601,-2.3826843193256484,0.8760957909168368
-6.0646193577819965,-2.0668948456414378,0.020047649876846766
-5.748829884097786,-2.0668948456414378,0.02208188930776163
-5.433040410413575,-2.0668948456414378,0.024395485161011234
-5.117250936729365,-2.0668948456414378,0.02705267374639037
-4.801461463045154,-2.0668948456414378,0.03014295637235163
-4.485671989360943,-2.0668948456414378,0.0337940383058109
-4.169882515676734,-2.0668948456414378,0.03819177056490442
-3.854093041992523,-2.0668948456414378,0.04361067131730907
-3.5383035683083124,-2.0668948456414378,0.05046008658173326
-3.2225140946241018,-2.0668948456414378,0.05935273146891553
-2.906724620939891,-2.0668948456414378,0.07120372370016169
-2.590935147255681,-2.0668948456414378,0.08736814572144812
-2.2751456735714704,-2.0668948456414378,0.1098217938325317
-1.9593561998872602,-2.0668948456414378,0.14138098302680943
-1.6435667262030496,-2.0668948456414378,0.18594216458179563
-1.327777252518839,-2.0668948456414378,0.24870293096972668
-1.0119877788346283,-2.0668948456414378,0.3363035212072646
-0.6961983051504177,-2.0668948456414378,0.4567764481469138
-0.3804088314662071,-2.0668948456414378,0.6190554960941033
-0.06461935778199601,-2.0668948456414378,0.8316558601651505
-6.0646193577819965,-1.7511053719572274,0.016195258041605487
-5.748829884097786,-1.7511053719572274,0.01787432484598747
-5.433040410413575,-1.7511053719572274,0.019795403118633873
-5.117250936729365,-1.7511053719572274,0.02201636817910094
-4.801461463045154,-1.7511053719572274,0.02461764770967547
-4.485671989360943,-1.7511053719572274,0.02771355626219716
-4.169882515676734,-1.7511053719572274,0.03146981537472537
-3.854093041992523,-1.7511053719572274,0.03613060325754324
-3.5383035683083124,-1.7511053719572274,0.04206009723973859
-3.2225140946241018,-1.7511053719572274,0.049805602690536625
-2.906724620939891,-1.7511053719572274,0.06019179369594641
-2.590935147255681,-1.7511053719572274,0.07445752197202656
-2.2751456735714704,-1.7511053719572274,0.09444618512902375
-1.9593561998872602,-1.7511053719572274,0.12285442943470225
-1.6435667262030496,-1.7511053719572274,0.1635277579238916
-1.327777252518839,-1.7511053719572274,0.2217625266682829
-1.0119877788346283,-1.7511053719572274,0.30453068808266887
-0.6961983051504177,-1.7511053719572274,0.4204719328544331
-0.3804088314662071,-1.7511053719572274,0.5793529824951039
-0.06461935778199601,-1.7511053719572274,0.7905372480331516
-6.0646193577819965,-1.435315898273017,0.013016291143466285
-5.748829884097786,-1.435315898273017,0.014389784879520735
-5.433040410413575,-1.435315898273017,0.015970217249555333
-5.117250936729365,-1.435315898273017,0.01780930648698028
-4.801461463045154,-1.435315898273017,0.019979079138290275
-4.485671989360943,-1.435315898273017,0.02258199664152357
-4.169882515676734,-1.435315898273017,0.02576662628925644
-3.854093041992523,-1.435315898273017,0.029751953563098853
-3.5383035683083124,-1.435315898273017,0.03486507768127088
-3.2225140946241018,-1.435315898273017,0.04159938065436455
-2.906724620939891,-1.435315898273017,0.050703356464126034
-2.590935147255681,-1.435315898273017,0.06331375574483707
-2.2751456735714704,-1.435315898273017,0.08114911577704892
-1.9593561998872602,-1.435315898273017,0.10677761145121205
-1.6435667262030496,-1.435315898273017,0.1439599399711414
-1.327777252518839,-1.435315898273017,0.19803438816426375
-1.0119877788346283,-1.435315898273017,0.27624726887565626
-0.6961983051504177,-1.435315898273017,0.3878228457606274
-0.3804088314662071,-1.435315898273017,0.5433862590464246
-0.06461935778199601,-1.435315898273017,0.7531800450223126
-6.0646193577819965,-1.1195264245888064,0.010419622493119502
-5.748829884097786,-1.1195264245888064,0.011535770133156622
-5.433040410413575,-1.1195264245888064,0.012827270972493454
-5.117250936729365,-1.1195264245888064,0.014340045376759885
-4.801461463045154,-1.1195264245888064,0.016138383408973014
-4.485671989360943,-1.1195264245888064,0.018314127935216216
-4.169882515676734,-1.1195264245888064,0.021000913986969464
-3.854093041992523,-1.1195264245888064,0.02439635075276998
-3.5383035683083124,-1.1195264245888064,0.028796655710869045
-3.2225140946241018,-1.1195264245888064,0.03465068511748229
-2.906724620939891,-1.1195264245888064,0.04264377953430261
-2.590935147255681,-1.1195264245888064,0.053826351092720416
-2.2751456735714704,-1.1195264245888064,0.06980685465424652
-1.9593561998872602,-1.1195264245888064,0.09303078745220512
-1.6435667262030496,-1.1195264245888064,0.12715942274379707
-1.327777252518839,-1.1195264245888064,0.17752991273048974
-1.0119877788346283,-1.1195264245888064,0.2515997953697574
-0.6961983051504177,-1.1195264245888064,0.35912487119771525
-0.3804088314662071,-1.1195264245888064,0.5115706503279287
-0.06461935778199601,-1.1195264245888064,0.7200470184325443
-6.0646193577819965,-0.8037369509045957,0.008316426899196216
-5.748829884097786,-0.8037369509045957,0.009219591869956145
-5.433040410413575,-0.8037369509045957,0.01027061251360089
-5.117250936729365,-0.8037369509045957,0.01151014109562874
-4.801461463045154,-0.8037369509045957,0.012995511259764097
-4.485671989360943,-0.8037369509045957,0.014809162809111548
-4.169882515676734,-0.8037369509045957,0.017071751343418033
-3.854093041992523,-0.8037369509045957,0.01996266738700711
-3.5383035683083124,-0.8037369509045957,0.023752282951853033
-3.2225140946241018,-0.8037369509045957,0.028852709995480286
-2.906724620939891,-0.8037369509045957,0.03589754788635707
-2.590935147255681,-0.8037369509045957,0.0458662858153681
-2.2751456735714704,-0.8037369509045957,0.06027541454840826
-1.9593561998872602,-0.8037369509045957,0.08146374237082117
-1.6435667262030496,-0.8037369509045957,0.11299702535350013
-1.327777252518839,-0.8037369509045957,0.16018993221690236
